"id"	"addtoname"	"name"	"subscript"	"superscript"	"status"	"%"
"37021"	""	"accuser le coup"	""	""	"3"	"100"
"37022"	""	"incommoder"	""	""	"3"	"100"
"37023"	""	"faire l’avion"	""	""	"3"	"100"
"37024"	""	"rebord"	""	""	"3"	"100"
"37026"	""	"en prendre un coup"	""	""	"3"	"100"
"37027"	""	"comme des mouches"	""	""	"3"	"100"
"37028"	""	"enculage de mouches"	""	""	"3"	"100"
"37029"	""	"pour le coup"	""	""	"3"	"100"
"37030"	""	"enculer les mouches"	""	""	"3"	"100"
"37031"	""	"enculeur de mouches"	""	""	"3"	"100"
"37032"	""	"coup de dé"	""	""	"3"	"100"
"37033"	""	"un bon coup"	""	""	"3"	"100"
"37034"	""	"mouche du coche"	""	""	"3"	"100"
"37035"	""	"marge"	""	""	"3"	"100"
"37036"	""	"ne pas faire de mal à une mouche"	""	""	"3"	"100"
"37037"	""	"entendre une mouche voler"	""	""	"3"	"100"
"37038"	""	"On n’attrape pas les mouches avec du vinaigre."	""	""	"3"	"100"
"37039"	""	"coup pour coup"	""	""	"3"	"100"
"37040"	""	"coup dur"	""	""	"3"	"100"
"37041"	""	"tue-mouche"	""	""	"3"	"100"
"37042"	""	"pattes de mouche"	""	""	"3"	"100"
"37043"	""	"prendre la mouche"	""	""	"3"	"100"
"37044"	""	"Quelle mouche l’a piqué ?"	""	""	"3"	"100"
"37045"	""	"chasse-mouche"	""	""	"3"	"100"
"37046"	""	"gobe-mouche"	""	""	"3"	"100"
"37047"	""	"grouiller"	""	""	"3"	"100"
"37048"	""	"attrape-mouche"	""	""	"3"	"100"
"37049"	""	"oiseau-mouche"	""	""	"3"	"100"
"37050"	""	"surchargé"	""	""	"3"	"100"
"37051"	""	"regarder les mouches voler"	""	""	"3"	"100"
"37052"	""	"surcharger"	""	""	"3"	"100"
"37053"	""	"gober les mouches"	""	""	"3"	"100"
"37054"	""	"coup de vieux"	""	""	"3"	"100"
"37055"	""	"coup de jeune"	""	""	"3"	"100"
"37056"	""	"jambe de force"	""	""	"3"	"100"
"37057"	""	"coup d’accélérateur"	""	""	"3"	"100"
"37058"	""	"moucheur"	""	""	"3"	"100"
"37059"	""	"faire mouche"	""	""	"3"	"100"
"37060"	""	"fine mouche"	""	""	"3"	"100"
"37061"	""	"chasser les mouches"	""	""	"3"	"100"
"37062"	""	"coup de bambou"	""	""	"3"	"100"
"37063"	""	"garni"	""	""	"3"	"100"
"37064"	""	"barbichette"	""	""	"3"	"100"
"37065"	""	"volupté"	""	""	"3"	"100"
"37066"	""	"voiler"	""	""	"3"	"100"
"37067"	""	"vivante"	"N"	""	"3"	"100"
"37068"	""	"barbiche"	""	""	"3"	"100"
"37069"	""	"coup de grâce"	""	""	"3"	"100"
"37070"	""	"vivant"	"N"	""	"3"	"100"
"37071"	""	"vidéo"	"Adj"	""	"3"	"100"
"37072"	""	"vague"	"N, masc"	""	"3"	"100"
"37073"	""	"coup monté"	""	""	"3"	"100"
"37074"	""	"coup de bigophone"	""	""	"3"	"100"
"37075"	""	"au volant"	""	""	"2"	"100"
"37076"	""	"prendre le volant"	""	""	"2"	"100"
"37077"	""	"habitacle"	""	""	"2"	"100"
"37078"	""	"mille"	"N, masc"	""	"3"	"100"
"37079"	""	"ingambe"	""	""	"3"	"100"
"37080"	""	"vigoureux"	""	""	"3"	"100"
"37081"	""	"de vingt ans"	""	""	"3"	"100"
"37082"	""	"coup du lapin"	""	""	"3"	"100"
"37083"	""	"ardeur"	""	""	"3"	"100"
"37084"	""	"moucheter"	""	""	"3"	"100"
"37085"	""	"grain de beauté"	""	""	"3"	"100"
"37086"	""	"coup au cœur"	""	""	"3"	"100"
"37087"	""	"réservoir"	""	""	"2"	"100"
"37088"	""	"calèche"	""	""	"2"	"100"
"37089"	""	"coche"	""	""	"2"	"100"
"37090"	""	"diligence"	""	""	"2"	"100"
"37091"	""	"carrosse"	""	""	"2"	"100"
"37092"	""	"mille et un"	""	""	"3"	"100"
"37093"	""	"aux cent coups"	""	""	"3"	"100"
"37094"	""	"berline"	""	""	"2"	"100"
"37095"	""	"coupé"	"N"	""	"2"	"100"
"37096"	""	"tilbury"	""	""	"2"	"100"
"37097"	""	"carriole"	""	""	"2"	"100"
"37098"	""	"charrette"	""	""	"2"	"100"
"37099"	""	"chariot"	""	""	"2"	"100"
"37100"	""	"fiacre"	""	""	"2"	"100"
"37101"	""	"coup de force"	""	""	"3"	"100"
"37102"	""	"tombereau"	""	""	"2"	"100"
"37103"	""	"cocher"	""	""	"2"	"100"
"37104"	""	"atteler"	""	""	"2"	"100"
"37105"	"s’"	"atteler"	""	""	"3"	"100"
"37106"	""	"dételer"	""	""	"2"	"100"
"37107"	""	"break"	""	"2"	"2"	"100"
"37108"	""	"break"	""	"1"	"3"	"100"
"37109"	""	"crapule"	""	""	"2"	"100"
"37110"	""	"rôder"	""	""	"2"	"100"
"37111"	""	"chenapan"	""	""	"2"	"100"
"37112"	""	"garnement"	""	""	"2"	"100"
"37113"	""	"vaurien"	""	""	"2"	"100"
"37114"	""	"brancard"	""	""	"2"	"100"
"37115"	""	"essieu"	""	""	"2"	"100"
"37116"	""	"marchepied"	""	""	"2"	"100"
"37117"	""	"attelage"	""	""	"2"	"100"
"37118"	""	"sulky"	""	""	"2"	"100"
"37119"	""	"coup de bélier"	""	""	"3"	"100"
"37120"	""	"coup de semonce"	""	""	"3"	"100"
"37121"	""	"coup de filet"	""	""	"3"	"100"
"37122"	""	"canaille"	""	""	"2"	"100"
"37123"	""	"coup d’épée dans l’eau"	""	""	"3"	"100"
"37124"	""	"motrice"	""	""	"2"	"100"
"37125"	""	"contrecoup"	""	""	"3"	"100"
"37126"	""	"racaille"	""	""	"2"	"100"
"37127"	""	"coup de baguette magique"	""	""	"3"	"100"
"37128"	""	"coup de masse"	""	""	"3"	"100"
"37129"	""	"coup de gomme"	""	""	"3"	"100"
"37130"	"se "	"hisser"	""	""	"3"	"100"
"37131"	""	"barreau"	""	""	"3"	"100"
"37132"	""	"coup de massue"	""	""	"3"	"100"
"37133"	""	"coup de matraque"	""	""	"3"	"100"
"37134"	""	"enfourcher"	""	""	"2"	"100"
"37135"	""	"coup d’assommoir"	""	""	"3"	"100"
"37136"	""	"coup de fusil"	""	""	"3"	"100"
"37137"	""	"margraviat"	""	""	"3"	"100"
"37138"	""	"margrave"	"N, fém"	""	"3"	"100"
"37139"	""	"margrave"	"N, masc"	""	"3"	"100"
"37140"	""	"coup de Jarnac"	""	""	"3"	"100"
"37141"	""	"corneille"	""	""	"3"	"100"
"37142"	""	"corvidés"	""	""	"3"	"100"
"37143"	""	"faire le coup de poing"	""	""	"3"	"100"
"37144"	""	"croasser"	""	""	"3"	"100"
"37145"	""	"grailler"	""	"1"	"3"	"100"
"37146"	""	"croassement"	""	""	"3"	"100"
"37147"	""	"vorace"	""	""	"3"	"100"
"37148"	""	"coup de ciseau"	""	""	"3"	"100"
"37149"	""	"boîtier"	""	""	"2"	"100"
"37150"	""	"coup de frein"	""	""	"3"	"100"
"37151"	""	"anonymographe"	""	""	"3"	"100"
"37152"	""	"calomniateur"	""	""	"3"	"100"
"37153"	""	"calomniatrice"	""	""	"3"	"100"
"37154"	""	"savate"	""	""	"3"	"100"
"37155"	""	"coup de chauffe"	""	""	"3"	"100"
"37156"	""	"dévaler"	""	""	"2"	"100"
"37157"	""	"Attention à la marche"	""	""	"3"	"100"
"37158"	""	"buter"	""	""	"3"	"100"
"37159"	""	"coup d’éclat"	""	""	"3"	"100"
"37160"	""	"triste"	""	""	"2"	"100"
"37161"	""	"transformateur"	"N"	""	"3"	"100"
"37162"	""	"coup de projecteur"	""	""	"3"	"100"
"37163"	""	"coup de pied aux fesses"	""	""	"3"	"100"
"37164"	""	"à coups de pied"	""	""	"3"	"100"
"37165"	""	"tableau de bord"	""	""	"2"	"100"
"37166"	""	"river"	""	""	"3"	"100"
"37167"	""	"profondeur"	""	""	"3"	"100"
"37168"	""	"coup d’avance"	""	""	"3"	"100"
"37169"	""	"teneur"	""	""	"3"	"100"
"37170"	""	"cul"	""	""	"3"	"100"
"37171"	""	"arbre à fesses"	""	""	"3"	"100"
"37172"	""	"aux fesses"	""	""	"3"	"100"
"37173"	""	"avoir chaud aux fesses"	""	""	"3"	"100"
"37174"	""	"le feu aux fesses"	""	""	"3"	"100"
"37175"	""	"joindre les deux bouts"	""	""	"3"	"100"
"37176"	""	"avoir les fesses qui démangent"	""	""	"3"	"100"
"37177"	""	"barre de fesses"	""	""	"3"	"100"
"37178"	""	"botter les fesses"	""	""	"2"	"100"
"37179"	""	"bouger ses fesses"	""	""	"3"	"100"
"37180"	""	"Ça pue des fesses."	""	""	"3"	"100"
"37181"	""	"timide"	"N, fém"	""	"3"	"100"
"37182"	""	"coco-fesses"	""	""	"3"	"100"
"37183"	""	"coller aux fesses"	""	""	"3"	"100"
"37184"	""	"de mes fesses"	""	""	"3"	"100"
"37185"	""	"du bout des fesses"	""	""	"3"	"100"
"37186"	""	"embrasser les fesses de Fanny"	""	""	"3"	"100"
"37187"	""	"faire attention à ses fesses"	""	""	"3"	"100"
"37188"	""	"piqûre de mouche sur la fesse d’un éléphant"	""	""	"3"	"100"
"37189"	""	"fesse d’huître"	""	""	"3"	"100"
"37190"	""	"à l’air"	""	""	"3"	"100"
"37191"	""	"ténacité"	""	""	"3"	"100"
"37192"	""	"garer ses fesses"	""	""	"3"	"100"
"37193"	""	"histoire de fesses"	""	""	"3"	"100"
"37194"	""	"la peau des fesses"	""	""	"3"	"100"
"37195"	""	"lever les fesses"	""	""	"3"	"100"
"37196"	""	"manger du pain de fesse"	""	""	"3"	"100"
"37197"	""	"par la peau des fesses"	""	""	"3"	"100"
"37198"	""	"pince-fesses"	""	""	"3"	"100"
"37199"	""	"pincer les fesses"	""	""	"3"	"100"
"37200"	""	"susceptibilité"	""	""	"3"	"100"
"37201"	""	"poser ses fesses"	""	""	"3"	"100"
"37202"	""	"pousser aux fesses"	""	""	"3"	"100"
"37203"	""	"suppliante"	""	""	"3"	"100"
"37204"	"se "	"botter les fesses"	""	""	"3"	"100"
"37205"	"se "	"bouger les fesses"	""	""	"3"	"100"
"37206"	""	"super"	"Adv"	""	"3"	"100"
"37207"	""	"super"	"N"	""	"3"	"100"
"37208"	""	"subjectivité"	""	""	"3"	"100"
"37209"	"se "	"geler les fesses"	""	""	"3"	"100"
"37210"	"se "	"grouiller les fesses"	""	""	"3"	"100"
"37211"	"se "	"peler les fesses"	""	""	"3"	"100"
"37212"	"se "	"remuer les fesses"	""	""	"3"	"100"
"37213"	""	"serrer les fesses"	""	""	"3"	"100"
"37214"	""	"stridence"	""	""	"3"	"100"
"37215"	"s’"	"occuper de ses fesses"	""	""	"3"	"100"
"37216"	""	"sur les fesses"	""	""	"3"	"100"
"37217"	""	"y avoir de la fesse"	""	""	"2"	"100"
"37218"	""	"statisme"	""	""	"3"	"100"
"37219"	""	"statique"	"N"	""	"3"	"100"
"37220"	""	"armoire à trophées"	""	""	"3"	"100"
"37221"	""	"alcoolisme"	""	""	"2"	"100"
"37222"	""	"charentaise"	""	""	"3"	"100"
"37223"	""	"rusée"	""	""	"3"	"100"
"37224"	""	"rusé"	"N"	""	"3"	"100"
"37225"	""	"ruiner"	""	""	"3"	"100"
"37226"	"se "	"ruiner"	""	""	"3"	"100"
"37228"	""	"cabot"	""	""	"3"	"100"
"37229"	""	"cador"	""	""	"3"	"100"
"37230"	""	"clébard"	""	""	"3"	"100"
"37231"	""	"clebs"	""	""	"3"	"100"
"37232"	""	"toutou"	""	""	"3"	"100"
"37233"	""	"puissant"	"N"	""	"3"	"100"
"37234"	""	"niche"	""	""	"3"	"100"
"37235"	""	"chaussonnier"	"Adj"	""	"3"	"100"
"37236"	""	"chaussonnier"	"N"	""	"3"	"100"
"37237"	""	"chaussonnière"	""	""	"3"	"100"
"37238"	""	"mâtin"	""	""	"3"	"100"
"37239"	""	"molosse"	""	""	"3"	"100"
"37240"	""	"roquet"	""	""	"3"	"100"
"37241"	""	"teigneux"	""	""	"3"	"100"
"37242"	""	"enragé"	""	""	"3"	"100"
"37243"	""	"ovale"	"N"	""	"3"	"100"
"37244"	""	"en pièces"	""	""	"3"	"100"
"37245"	""	"jappement"	""	""	"3"	"100"
"37246"	""	"charogne"	""	""	"3"	"100"
"37247"	""	"indistinct"	""	""	"3"	"100"
"37248"	""	"nullité"	""	""	"3"	"100"
"37249"	""	"pressant"	""	""	"3"	"100"
"37250"	""	"pédaler"	""	""	"2"	"100"
"37251"	"se "	"déporter"	""	""	"3"	"100"
"37252"	""	"tourner mal"	""	""	"2"	"100"
"37253"	"se "	"fermer"	""	""	"3"	"100"
"37254"	""	"judas"	""	""	"3"	"100"
"37255"	""	"œilleton"	""	""	"3"	"100"
"37256"	""	"boîte crânienne"	""	""	"3"	"100"
"37257"	""	"vitalité"	""	""	"3"	"100"
"37258"	""	"nationalité"	""	""	"3"	"100"
"37259"	""	"concrétisation"	""	""	"3"	"100"
"37260"	""	"continentale"	""	""	"2"	"100"
"37261"	""	"en bonne et due forme"	""	""	"3"	"100"
"37262"	""	"mettre les formes"	""	""	"3"	"100"
"37263"	""	"pour la forme"	""	""	"3"	"100"
"37264"	""	"petite reine"	""	""	"2"	"100"
"37265"	""	"de pure forme"	""	""	"3"	"100"
"37266"	""	"dans les formes"	""	""	"3"	"100"
"37267"	""	"vice de forme"	""	""	"3"	"100"
"37268"	""	"draisienne"	""	""	"3"	"100"
"37269"	""	"passer à tabac"	""	""	"2"	"100"
"37270"	""	"reste"	""	""	"3"	"100"
"37271"	""	"naseau"	""	""	"3"	"100"
"37272"	""	"monsieur muscles"	""	""	"3"	"100"
"37273"	""	"wagon-couchettes"	""	""	"2"	"100"
"37274"	"s’"	"adosser"	""	""	"3"	"100"
"37275"	""	"adosser"	""	""	"3"	"100"
"37276"	""	"avoir l’air d’un crapaud sur une boîte d’allumettes"	""	""	"2"	"100"
"37277"	"se "	"tasser"	""	""	"3"	"100"
"37278"	""	"ethnique"	""	""	"3"	"100"
"37279"	""	"trou de nez"	""	""	"3"	"100"
"37280"	""	"fauteuil roulant"	""	""	"3"	"100"
"37281"	""	"douche écossaise"	""	""	"3"	"100"
"37282"	""	"douche froide"	""	""	"3"	"100"
"37283"	""	"peupler"	""	""	"3"	"100"
"37284"	""	"amputer"	""	""	"3"	"100"
"37285"	""	"comme dans un fauteuil"	""	""	"3"	"100"
"37286"	""	"aéronef"	""	""	"2"	"100"
"37287"	""	"avoir [Y] dans les jambes"	""	""	"3"	"100"
"37288"	""	"avoir les jambes"	""	""	"3"	"100"
"37289"	""	"couper les jambes"	""	""	"3"	"100"
"37290"	""	"dans les jambes"	""	"2"	"3"	"100"
"37291"	""	"dans les jambes"	""	"1"	"3"	"100"
"37292"	""	"fourmis dans les jambes"	""	""	"3"	"100"
"37293"	""	"dénationaliser"	""	""	"3"	"100"
"37294"	""	"arrière-train"	""	""	"2"	"100"
"37295"	""	"privatiser"	""	""	"3"	"100"
"37296"	""	"postérieur"	"Adj"	""	"3"	"100"
"37297"	""	"postérieur"	"N"	""	"3"	"100"
"37298"	""	"séant"	"N"	""	"3"	"100"
"37299"	""	"séant"	"Adj"	""	"3"	"100"
"37300"	""	"internationalement"	""	""	"3"	"100"
"37301"	""	"foncier"	""	""	"3"	"100"
"37302"	""	"orifice"	""	""	"3"	"100"
"37303"	""	"émonctoire"	""	""	"3"	"100"
"37304"	""	"choir"	""	""	"3"	"100"
"37305"	""	"tempérament"	""	"1"	"3"	"100"
"37306"	""	"foncièrement"	""	""	"3"	"100"
"37307"	""	"hôtesse de l’air"	""	""	"2"	"100"
"37308"	""	"steward"	""	""	"2"	"100"
"37309"	""	"défoncer"	""	""	"3"	"100"
"37310"	""	"foncer"	""	"1"	"3"	"100"
"37311"	""	"monté sur des échasses"	""	""	"3"	"100"
"37312"	""	"bain-douche"	""	""	"3"	"100"
"37313"	""	"tenir la jambe"	""	""	"3"	"100"
"37314"	""	"syndrome des jambes sans repos"	""	""	"3"	"100"
"37315"	"se "	"dégourdir les jambes"	""	""	"3"	"100"
"37316"	""	"sans jambe"	""	""	"3"	"100"
"37317"	""	"arrestation"	""	""	"3"	"100"
"37318"	""	"fleur de douche"	""	""	"3"	"100"
"37319"	""	"évent"	""	""	"3"	"100"
"37320"	""	"expirer"	""	""	"3"	"100"
"37321"	""	"alcool à brûler"	""	""	"2"	"100"
"37322"	""	"miche"	""	""	"3"	"100"
"37323"	""	"pétard"	""	""	"3"	"100"
"37324"	""	"croupe"	""	""	"3"	"100"
"37325"	""	"croupion"	""	""	"3"	"100"
"37326"	""	"fessier"	"N"	""	"3"	"100"
"37327"	""	"popotin"	""	""	"3"	"100"
"37328"	""	"derche"	""	""	"3"	"100"
"37329"	""	"éthylique"	""	""	"2"	"100"
"37330"	""	"à ressusciter les morts"	""	""	"2"	"100"
"37331"	""	"les jambes molles"	""	""	"3"	"100"
"37333"	""	"rond de jambe"	""	""	"3"	"100"
"37334"	""	"retrouver ses jambes de vingt ans"	""	""	"3"	"100"
"37335"	""	"prendre ses jambes à son cou"	""	""	"3"	"100"
"37336"	""	"faire une belle jambe"	""	""	"3"	"100"
"37337"	""	"jeu de jambes"	""	""	"3"	"100"
"37338"	""	"passement"	""	"2"	"3"	"100"
"37339"	""	"partie de jambes en l’air"	""	""	"3"	"100"
"37340"	""	"par-dessus la jambe"	""	""	"3"	"100"
"37341"	""	"sur une jambe"	""	""	"3"	"100"
"37342"	""	"en jambes"	""	""	"3"	"100"
"37343"	""	"Ne reste pas dans mes jambes."	""	""	"3"	"100"
"37344"	""	"couper bras et jambes"	""	""	"3"	"100"
"37345"	""	"élancé"	""	""	"3"	"100"
"37346"	""	"gymnique"	""	""	"3"	"100"
"37347"	""	"d’acier"	""	""	"3"	"100"
"37348"	""	"muscler"	""	""	"3"	"100"
"37349"	""	"politique"	"N, masc"	""	"3"	"100"
"37350"	""	"homme politique"	""	""	"3"	"100"
"37351"	""	"femme politique"	""	""	"3"	"100"
"37352"	""	"politique"	"Adj"	""	"2"	"100"
"37353"	"se "	"laisser tomber"	""	""	"3"	"100"
"37354"	""	"placard"	""	"2"	"3"	"100"
"37355"	"se "	"laisser choir"	""	""	"3"	"100"
"37356"	""	"politiquement"	""	""	"3"	"100"
"37357"	""	"politicien"	"N"	""	"3"	"100"
"37358"	""	"bouillon"	""	""	"3"	"100"
"37359"	""	"politicienne"	""	""	"3"	"100"
"37360"	""	"politicien"	"Adj"	""	"3"	"100"
"37361"	""	"siéger"	""	""	"3"	"100"
"37362"	""	"tréfonds"	""	""	"3"	"100"
"37363"	"se "	"carrer"	""	""	"3"	"100"
"37364"	""	"placardiser"	""	""	"3"	"100"
"37365"	""	"siège éjectable"	""	""	"3"	"100"
"37366"	""	"acrobatie"	""	""	"3"	"100"
"37367"	""	"contorsion"	""	""	"2"	"100"
"37368"	""	"picoler"	""	""	"2"	"100"
"37370"	""	"alcoolo"	"N, masc"	""	"2"	"100"
"37371"	""	"alcoolo"	"N, fém"	""	"2"	"100"
"37372"	""	"alcoolo"	"Adj"	""	"3"	"100"
"37373"	""	"sommaire"	"Adj"	""	"2"	"100"
"37374"	""	"réparateur"	"Adj"	""	"3"	"100"
"37375"	""	"sabler le champagne"	""	""	"3"	"100"
"37376"	""	"sabrer"	""	""	"3"	"100"
"37377"	""	"magnum"	""	""	"3"	"100"
"37378"	""	"politicard"	"N"	""	"3"	"100"
"37379"	""	"politicarde"	""	""	"3"	"100"
"37380"	""	"politicard"	"Adj"	""	"3"	"100"
"37381"	""	"politique de l’autruche"	""	""	"3"	"100"
"37382"	""	"prendre possession"	""	""	"3"	"100"
"37383"	""	"douchette"	""	""	"3"	"100"
"37384"	""	"marcher à l’eau claire"	""	""	"3"	"100"
"37385"	""	"marcher à la baguette"	""	""	"3"	"100"
"37386"	""	"à voile et à vapeur"	""	""	"3"	"100"
"37387"	""	"mitigeur"	""	""	"3"	"100"
"37388"	""	"mélangeur"	""	""	"3"	"100"
"37389"	""	"pommeau"	""	""	"3"	"100"
"37391"	""	"pomme de douche"	""	""	"3"	"100"
"37392"	""	"haut-fond"	""	""	"3"	"100"
"37393"	""	"bac"	""	"2"	"2"	"100"
"37394"	""	"sportivité"	""	""	"3"	"100"
"37395"	""	"fair-play"	"Adj"	""	"2"	"100"
"37396"	""	"sportivement"	""	""	"3"	"100"
"37397"	""	"cabine"	""	""	"2"	"100"
"37398"	""	"arrière-fond"	""	""	"3"	"100"
"37399"	""	"sport-études"	""	""	"3"	"100"
"37401"	""	"sport mécanique"	""	""	"3"	"100"
"37402"	""	"sport aérien"	""	""	"3"	"100"
"37403"	""	"sport nautique"	""	""	"3"	"100"
"37404"	""	"palais des sports"	""	""	"3"	"100"
"37405"	""	"vagabondage"	""	""	"3"	"100"
"37406"	""	"pare-douche"	""	""	"3"	"100"
"37407"	""	"y avoir du sport"	""	""	"3"	"100"
"37408"	""	"pour le sport"	""	""	"3"	"100"
"37410"	""	"C’est du sport !"	""	""	"3"	"100"
"37411"	""	"Bon voyage !"	""	""	"3"	"100"
"37412"	""	"abysse"	""	""	"3"	"100"
"37413"	""	"avoir pied"	""	""	"3"	"100"
"37414"	""	"draguer"	""	""	"3"	"100"
"37415"	""	"bas-fond"	""	""	"3"	"100"
"37416"	""	"beige"	""	""	"3"	"100"
"37417"	""	"endurance"	""	""	"3"	"100"
"37418"	""	"nordique"	""	""	"3"	"100"
"37419"	""	"comble"	""	""	"3"	"100"
"37420"	""	"viennoiserie"	""	""	"3"	"100"
"37421"	""	"de fond en comble"	""	""	"3"	"100"
"37422"	""	"membre du barreau"	""	""	"3"	"100"
"37423"	""	"juriste"	"N, masc"	""	"3"	"100"
"37424"	""	"beignet"	""	""	"3"	"100"
"37425"	""	"summum"	""	""	"3"	"100"
"37426"	""	"brasserie"	""	""	"3"	"100"
"37427"	""	"homme de loi"	""	""	"3"	"100"
"37428"	""	"farcir"	""	""	"3"	"100"
"37429"	""	"calzone"	""	""	"3"	"100"
"37430"	""	"plaideur"	""	""	"3"	"100"
"37431"	""	"bibine"	""	""	"2"	"100"
"37432"	""	"nécessaire"	"N"	""	"2"	"100"
"37433"	""	"avocassier"	""	""	"3"	"100"
"37434"	""	"enfant du pays"	"N, masc"	""	"3"	"100"
"37435"	""	"faire appel"	""	""	"3"	"100"
"37436"	""	"aube"	""	"1"	"2"	"100"
"37437"	""	"petite bière"	""	""	"3"	"100"
"37438"	""	"placard doré"	""	""	"3"	"100"
"37439"	""	"mousse"	"N, fém"	""	"3"	"100"
"37440"	""	"sortir du placard"	""	""	"3"	"100"
"37441"	""	"cadavre dans le placard"	""	""	"3"	"100"
"37442"	""	"ministre"	"N, fém"	""	"3"	"100"
"37443"	""	"chef d’état"	""	""	"3"	"100"
"37444"	""	"pinte"	""	""	"3"	"100"
"37445"	""	"canette"	""	""	"3"	"100"
"37446"	""	"sentiment national"	""	""	"3"	"100"
"37447"	""	"identité nationale"	""	""	"3"	"100"
"37448"	""	"manchon"	""	""	"3"	"100"
"37449"	""	"ouaf-ouaf"	""	""	"3"	"100"
"37450"	""	"marathonien"	""	""	"3"	"100"
"37451"	""	"éloquent"	""	""	"3"	"100"
"37452"	""	"disert"	""	""	"3"	"100"
"37453"	""	"fondeur"	""	""	"3"	"100"
"37454"	""	"privatif"	""	""	"3"	"100"
"37455"	""	"renommé"	""	""	"3"	"100"
"37456"	""	"éminent"	""	""	"3"	"100"
"37457"	""	"piètre"	""	""	"3"	"100"
"37458"	""	"receveur"	""	""	"3"	"100"
"37459"	""	"avocaillon"	""	""	"3"	"100"
"37460"	""	"véreux"	""	""	"3"	"100"
"37461"	""	"marron"	"Adj"	"2"	"3"	"100"
"37462"	""	"percuteur"	""	""	"3"	"100"
"37463"	""	"radier"	""	""	"3"	"100"
"37464"	""	"en moyenne"	""	""	"3"	"100"
"37465"	""	"arme à feu"	""	""	"3"	"100"
"37466"	""	"femme de loi"	""	""	"3"	"100"
"37467"	""	"revolver"	""	""	"3"	"100"
"37468"	""	"flexible"	"N"	""	"3"	"100"
"37469"	""	"percuter"	""	""	"3"	"100"
"37470"	""	"déguster"	""	""	"2"	"100"
"37471"	""	"armé"	""	""	"3"	"100"
"37472"	""	"désarmé"	""	""	"3"	"100"
"37473"	""	"tarot"	""	""	"3"	"100"
"37474"	""	"détention"	""	""	"3"	"100"
"37475"	""	"au placard"	""	""	"3"	"100"
"37476"	"s’"	"appeler"	""	""	"3"	"100"
"37477"	""	"consister"	""	""	"3"	"100"
"37478"	""	"avocat général"	""	""	"3"	"100"
"37479"	""	"avocat-conseil"	""	""	"3"	"100"
"37480"	""	"avocat du diable"	""	""	"3"	"100"
"37481"	""	"reléguer"	""	""	"3"	"100"
"37482"	""	"ardent"	""	""	"3"	"100"
"37483"	""	"militer"	""	""	"3"	"100"
"37484"	""	"apôtre"	""	""	"3"	"100"
"37485"	""	"pinard"	""	""	"2"	"100"
"37486"	"se "	"blottir"	""	""	"3"	"100"
"37487"	"se "	"définir"	""	""	"3"	"100"
"37488"	""	"avocate du diable"	""	""	"3"	"100"
"37489"	""	"douché"	""	""	"3"	"100"
"37490"	""	"plaideuse"	""	""	"3"	"100"
"37491"	""	"charpenté"	""	""	"2"	"100"
"37492"	""	"vineux"	""	""	"2"	"100"
"37493"	""	"juriste"	"N, fém"	""	"3"	"100"
"37494"	""	"avocaillonne"	""	""	"3"	"100"
"37495"	""	"avocate générale"	""	""	"3"	"100"
"37496"	""	"avocate-conseil"	""	""	"3"	"100"
"37497"	""	"enivrer"	""	""	"2"	"100"
"37498"	""	"avoir pour nom"	""	""	"3"	"100"
"37499"	""	"griser"	""	""	"2"	"100"
"37500"	""	"viniculteur"	""	""	"2"	"100"
"37501"	""	"vinicultrice"	""	""	"2"	"100"
"37502"	""	"y avoir"	""	""	"2"	"100"
"37503"	""	"âpre"	""	""	"2"	"100"
"37504"	""	"piqué"	"Adj"	""	"2"	"100"
"37505"	""	"anéantir"	""	""	"3"	"100"
"37506"	""	"exterminer"	""	""	"3"	"100"
"37507"	""	"abolir"	""	""	"3"	"100"
"37508"	""	"liquider"	""	""	"3"	"100"
"37509"	""	"vinasse"	""	""	"2"	"100"
"37510"	""	"entité"	""	""	"3"	"100"
"37511"	""	"picrate"	""	""	"2"	"100"
"37512"	""	"bouchonné"	""	""	"2"	"100"
"37513"	""	"advenir"	""	""	"3"	"100"
"37514"	""	"inexister"	""	""	"3"	"100"
"37515"	""	"pot-de-vin"	""	""	"2"	"100"
"37516"	""	"lie-de-vin"	""	""	"2"	"100"
"37517"	""	"tache de vin"	""	""	"2"	"100"
"37518"	""	"route des vins"	""	""	"2"	"100"
"37519"	""	"cuver son vin"	""	""	"2"	"100"
"37520"	""	"vin d’honneur"	""	""	"2"	"100"
"37521"	""	"procéder"	""	""	"2"	"100"
"37522"	""	"vin de glace"	""	""	"2"	"100"
"37523"	""	"cave à vin"	""	""	"2"	"100"
"37524"	""	"sac à vin"	""	""	"2"	"100"
"37525"	""	"mettre de l’eau dans son vin"	""	""	"2"	"100"
"37526"	""	"Quand le vin est tiré, il faut le boire."	""	""	"2"	"100"
"37527"	""	"avoir le vin [Y]"	""	""	"2"	"100"
"37528"	""	"chien-loup"	""	""	"3"	"100"
"37529"	""	"fourrer"	""	""	"2"	"100"
"37530"	""	"Le bon vin réjouit le cœur de l’homme."	""	""	"2"	"100"
"37531"	""	"À bon vin, point d’enseigne"	""	""	"2"	"100"
"37532"	""	"chien-chien"	""	""	"3"	"100"
"37533"	""	"chien-assis"	""	""	"3"	"100"
"37534"	""	"maître-chien"	""	""	"3"	"100"
"37535"	""	"de chien"	""	""	"3"	"100"
"37536"	""	"entre chien et loup"	""	""	"3"	"100"
